Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Count,User_Score,User_Count,Developer,Rating,Critic_Score
Angry Birds Star Wars,X360,2013,Strategy,Activision,0.16,0.1,0,0.02,0.28,3,5.6,25,Exient Entertainment,E,59
Angry Birds Star Wars,PS4,2013,Strategy,Activision,0.1,0.08,0,0.04,0.21,5,2,87,Exient Entertainment,E,47
Angry Birds Star Wars,XOne,2013,Strategy,Activision,0.11,0.04,0,0.02,0.16,4,6.9,63,Exient Entertainment,E,53
Angry Birds Trilogy,3DS,2012,Action,Activision,0.38,0.2,0,0.05,0.63,7,4.6,20,Exient Entertainment,E,62
Angry Birds Trilogy,X360,2012,Action,Activision,0.18,0.05,0,0.02,0.26,13,3.5,27,"Rovio Mobile, Rovio Entertainment",E,63
Angry Birds Trilogy,PS3,2012,Action,Activision,0.12,0.02,0,0.03,0.16,8,3.7,20,"Rovio Mobile, Rovio Entertainment",E,66
Anima - Gate of Memories,PS4,2016,Action,Avanquest,0,0.02,0,0,0.02,13,7.9,34,"Edge Entertainment, Anima Project",T,52
Animal Crossing,GC,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,42,8.9,137,Nintendo,E,87
Animal Crossing: Amiibo Festival,WiiU,2015,Misc,Nintendo,0.19,0.11,0.09,0.03,0.41,20,4.4,173,"Nintendo, Nd Cube",E,46
Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1.82,1.12,1.32,0.36,4.62,50,7.6,119,Nintendo,E,73
Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,0.51,1.02,1.4,0.12,3.05,60,6.9,106,Nintendo,E,66
Animal Crossing: New Leaf,3DS,2012,Simulation,Nintendo,2.03,2.36,4.39,0.39,9.16,70,8.7,626,Nintendo,E,88
Animal Crossing: Wild World,DS,2005,Simulation,Nintendo,2.5,3.45,5.33,0.86,12.13,57,8.7,242,Nintendo,E,86
Animal Paradise,DS,2007,Simulation,Empire Interactive,0.09,0.14,0,0.02,0.25,7,0,,Empire Interactive,E,49
Animaniacs: The Great Edgar Hunt,GC,2005,Platform,Ignition Entertainment,0.02,0.01,0,0,0.03,14,0,,Warthog,E,65
AniMates!,DS,2007,Simulation,Lexicon Entertainment,0.02,0,0,0,0.03,4,2.5,4,Dreamcatcher,E,33
Animorphs: Shattered Reality,PS,2000,Action,Infogrames,0.03,0.02,0,0,0.06,4,0,,SingleTrac,E,27
Anno 1701: Dawn of Discovery,DS,2007,Simulation,Touchstone,0.07,0.05,0,0.01,0.13,14,7.5,19,Sunflowers Interactive,E,78
Anno 2070,PC,2011,Strategy,Ubisoft,0,1.13,0,0.29,1.43,33,7,493,"Blue Byte, Related Designs",T,83
Anno 2205,PC,2015,Strategy,Ubisoft,0.02,0.22,0,0.02,0.25,45,5.9,278,Blue Byte,E10+,72
Another Code R: A Journey into Lost Memories,Wii,2009,Adventure,Nintendo,0,0.03,0.03,0,0.06,27,0,,Cing,,66
Antz Extreme Racing,PS2,2002,Racing,Empire Interactive,0.02,0.02,0,0.01,0.04,5,5,8,Empire Interactive,E,31
Antz Extreme Racing,XB,2002,Racing,Empire Interactive,0.01,0,0,0,0.02,4,8.7,10,Supersonic Software,E,35
Anubis II,Wii,2007,Platform,Metro 3D,0.06,0,0,0,0.07,5,2.7,28,Data Design Interactive,E,19
Apache: Air Assault,PS3,2010,Simulation,Activision,0.11,0.06,0,0.03,0.2,17,6.1,12,Gaijin Entertainment,T,66
Apache: Air Assault,X360,2010,Simulation,Activision,0.12,0.03,0,0.01,0.16,26,6.4,31,Gaijin Entertainment,T,70
Apache: Air Assault,PC,2010,Simulation,Just Flight,0,0.03,0,0,0.03,7,7.5,18,Gaijin Entertainment,T,64
APB Reloaded,PC,2011,Role-Playing,Iceberg Interactive,0.02,0.01,0,0,0.04,12,5.7,269,"Reloaded Productions, Reloaded Games Inc.",M,56
Ape Escape,PS,1999,Platform,Sony Computer Entertainment,0.71,0.48,0.32,0.11,1.63,19,8.8,53,SCEI,E,90
Ape Escape 2,PS2,2002,Platform,Sony Computer Entertainment,0.12,0.09,0.38,0.03,0.63,31,8.4,32,SCE Japan Studio,E,82
Ape Escape 3,PS2,2005,Platform,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13,51,8.5,22,SCE Japan Studio,E10+,77
Ape Escape Academy,PSP,2004,Misc,Sony Computer Entertainment,0.13,0.15,0,0.05,0.33,48,5.8,4,Shift,E10+,51
Ape Escape: On the Loose,PSP,2005,Platform,Sony Computer Entertainment,0.52,0,0.12,0.05,0.7,35,6.4,16,"SCEA, Sims",E,66
Apex,XB,2003,Racing,Atari,0.1,0.03,0,0,0.14,26,9.1,7,Milestone S.r.l,E,74
Apollo Justice: Ace Attorney,DS,2007,Adventure,Capcom,0.28,0.04,0.64,0.03,0.99,48,8.1,84,Capcom,T,78
Aqua Aqua,PS2,2000,Puzzle,3DO,0.05,0.04,0,0.01,0.11,14,0,,Zed Two Limited,E,79
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007,Racing,Midway Games,0.03,0.03,0,0.01,0.07,19,5.9,10,Creat Studios,M,37
Aquaman: Battle for Atlantis,XB,N/A,Action,Unknown,0.01,0,0,0,0.01,13,2.7,15,Lucky Chicken,T,26
Aquaman: Battle for Atlantis,GC,2003,Action,TDK Mediactive,0.01,0,0,0,0.01,9,3.1,19,TDK Mediactive,T,27
Aquapazza: Aquaplus Dream Match,PS3,2012,Fighting,Aqua Plus,0.05,0,0.05,0.01,0.11,13,7.8,20,Examu,T,75
Ar Nosurge: Ode to an Unborn Star,PS3,2014,Role-Playing,Tecmo Koei,0.05,0.03,0.06,0.02,0.16,23,7.8,49,Gust,T,67
Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24,27,5.4,101,Gust,M,61
Ar tonelico: Melody of Elemia,PS2,2006,Role-Playing,505 Games,0,0,0.1,0,0.1,30,7.7,43,Gust,T,71
Arc Rise Fantasia,Wii,2009,Role-Playing,Marvelous Interactive,0.12,0,0.06,0.01,0.19,26,7.8,43,"Image Epoch, Imageepoch",T,64
Arc the Lad: End of Darkness,PS2,2004,Role-Playing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.06,24,4.2,10,Cattle Call,T,59
Arc the Lad: Twilight of the Spirits,PS2,2003,Role-Playing,Sony Computer Entertainment,0.18,0.14,0,0.05,0.36,39,8.2,33,Cattle Call,T,72
Arcana Heart,PS2,2007,Fighting,AQ Interactive,0.06,0.05,0.04,0.02,0.16,12,8.1,8,Examu,T,77
Arcana Heart 3,PS3,2011,Fighting,PQube,0.04,0.04,0.1,0.02,0.2,10,7.5,27,Examu,T,73
Arcana Heart 3,X360,2011,Fighting,PQube,0,0.02,0.02,0,0.05,13,0,,Examu,T,68
Arcania: Gothic 4,PC,2010,Role-Playing,JoWood Productions,0.09,0.08,0,0.02,0.19,25,4.4,307,Spellbound,T,63
Arcania: Gothic 4,X360,2010,Role-Playing,JoWood Productions,0.04,0.04,0.01,0.01,0.09,21,5.2,52,Spellbound,T,64
Archer Maclean's Mercury,PSP,2005,Puzzle,Ignition Entertainment,0.17,0.24,0,0.14,0.56,39,6.6,21,Awesome Studios,E,75
Arctic Tale,DS,2007,Adventure,Zoo Digital Publishing,0.13,0,0,0.01,0.14,4,0,,Atomic Planet Entertainment,E,38
Arctic Thunder,PS2,2001,Racing,Midway Games,0.17,0.14,0,0.05,0.36,23,5.3,10,Inland Productions,T,45
Arctic Thunder,XB,2001,Racing,Midway Games,0.09,0.02,0,0,0.12,17,0,,Inland Productions,T,57
Area 51,PS2,2005,Shooter,Midway Games,0.22,0.17,0,0.06,0.45,37,8.4,52,Midway Studios - Austin,M,75
Area 51,XB,2005,Shooter,Midway Games,0.22,0.06,0,0.01,0.29,43,8.1,16,Midway Studios - Austin,M,72
Arena Football,PS2,2006,Sports,Electronic Arts,0.28,0.22,0,0.07,0.56,18,8.6,14,EA Tiburon,E10+,66
Arena Football,XB,2006,Sports,Electronic Arts,0.11,0.03,0,0.01,0.15,17,8.5,10,EA Tiburon,E10+,65
Arkanoid DS,DS,2007,Puzzle,Square Enix,0.06,0,0,0,0.06,29,7,5,Taito Corporation,E,61
ArmA II,PC,2009,Shooter,505 Games,0,0.12,0,0.02,0.14,38,7.5,589,Bohemia Interactive,M,77
ArmA III,PC,2013,Shooter,Bohemia Interactive,0,0.1,0,0.01,0.11,38,7.4,866,Bohemia Interactive,M,74
Armed and Dangerous,XB,2003,Shooter,LucasArts,0.09,0.03,0,0,0.13,41,7.2,15,Planet Moon Studios,T,79
Armored Core 2,PS2,2000,Simulation,Ubisoft,0.28,0.22,0.23,0.07,0.79,23,8.4,19,From Software,T,78
Armored Core 2: Another Age,PS2,2001,Simulation,Metro 3D,0.11,0.08,0.19,0.03,0.41,16,8.8,30,From Software,T,75
Armored Core 3,PS2,2002,Simulation,Metro 3D,0.22,0.17,0.23,0.06,0.67,23,9,33,From Software,T,74
Armored Core 3 Portable,PSP,2009,Simulation,From Software,0,0,0.08,0,0.08,6,6.7,6,From Software,T,43
Armored Core 4,X360,2007,Simulation,505 Games,0.19,0.01,0.03,0.02,0.25,31,7.2,31,From Software,T,65
Armored Core 4,PS3,2006,Simulation,505 Games,0.09,0,0.09,0.01,0.2,36,6.8,25,From Software,T,65
Armored Core V,PS3,2012,Simulation,Namco Bandai Games,0.09,0.04,0.24,0.02,0.39,26,7.3,47,From Software,T,65
Armored Core V,X360,2012,Simulation,Namco Bandai Games,0.13,0.03,0.04,0.01,0.21,37,7.2,37,From Software,T,68
Armored Core: For Answer,PS3,2008,Simulation,Ubisoft,0.06,0.02,0.1,0.01,0.19,22,7.6,31,From Software,T,62
Armored Core: For Answer,X360,2008,Simulation,Ubisoft,0.06,0.01,0.07,0.01,0.15,22,7.7,38,From Software,T,64
Armored Core: Last Raven,PS2,2005,Simulation,505 Games,0.05,0.04,0.08,0.01,0.18,16,8.9,14,From Software,T,59
Armored Core: Nexus,PS2,2004,Simulation,Indie Games,0.06,0.05,0.14,0.02,0.26,19,8.7,7,From Software,T,73
Armored Core: Nine Breaker,PS2,2004,Simulation,505 Games,0.03,0.03,0,0.01,0.07,25,8.2,5,From Software,T,57
Armored Core: Verdict Day,PS3,2013,Simulation,From Software,0,0,0.12,0,0.12,18,7.4,28,From Software,T,66
Army Corps of Hell,PSV,2011,Action,Square Enix,0.04,0.04,0,0.02,0.09,43,6.6,28,"Entersphere, Inc.",M,57
Army Men: Air Attack 2,PS,2000,Action,3DO,0.17,0.11,0,0.02,0.3,8,5.3,4,3DO,T,74
Army Men: Green Rogue,PS2,2001,Action,3DO,0.06,0.05,0,0.02,0.13,13,3.8,4,3DO,T,39
Army Men: Major Malfunction,XB,2006,Shooter,Global Star,0.01,0,0,0,0.02,6,4,5,Team 17,T,36
Army Men: RTS,PS2,2002,Strategy,3DO,0.05,0.04,0,0.01,0.11,14,0,,Pandemic Studios,T,68
Army Men: Sarge's Heroes 2,PS,2000,Shooter,3DO,0.14,0.09,0,0.02,0.24,8,7.3,7,3DO,T,48
Army Men: Sarge's Heroes 2,PS2,2001,Shooter,Midas Interactive Entertainment,0.09,0.07,0,0.02,0.17,15,4.6,5,3DO,T,54
Army Men: Sarge's War,GC,2004,Shooter,Global Star,0.12,0.03,0,0,0.15,11,6.7,7,3DO,T,56
Army Men: Sarge's War,XB,2004,Shooter,Global Star,0.09,0.02,0,0,0.11,26,0,,Tactical Development,T,44
Army Men: Soldiers of Misfortune,DS,2008,Shooter,Zoo Games,0.1,0,0,0.01,0.11,4,0,,Big Blue Entertainment,E,35
Army of Two,X360,2008,Shooter,Electronic Arts,1.09,0.37,0.02,0.16,1.64,76,7.6,233,EA Montreal,M,72
Army of Two,PS3,2008,Shooter,Electronic Arts,0.74,0.26,0.02,0.15,1.17,43,7.3,118,EA Montreal,M,74
Army of Two: The 40th Day,X360,2010,Shooter,Electronic Arts,0.62,0.24,0,0.09,0.95,79,7.3,126,EA Montreal,M,73
Army of Two: The 40th Day,PS3,2010,Shooter,Electronic Arts,0.44,0.27,0.01,0.12,0.85,56,7,88,EA Montreal,M,74
Army of Two: The 40th Day,PSP,2010,Shooter,Electronic Arts,0.12,0.13,0,0.08,0.32,11,6,32,"Buzz Monkey, EA Montreal",M,49
Army of Two: The Devil's Cartel,PS3,2013,Shooter,Electronic Arts,0.11,0.11,0.01,0.05,0.28,27,6.7,100,Visceral Games,M,58
Army of Two: The Devil's Cartel,X360,2013,Shooter,Electronic Arts,0.16,0.07,0,0.02,0.26,55,6.2,195,Visceral Games,M,54
Around the World in 80 Days,GBA,2004,Action,Hip Interactive,0.03,0.01,0,0,0.05,9,0,,Saffire,E,40
Arslan: The Warriors of Legend,PS4,2015,Action,Tecmo Koei,0.03,0.01,0.04,0.01,0.09,43,6.6,23,Omega Force,T,69
Art Academy,DS,2010,Misc,Nintendo,0.26,1.65,0.33,0.28,2.52,15,8,5,Headstrong Games,E,75
Art Academy: Home Studio,WiiU,2015,Misc,Nintendo,0,0,0.01,0,0.01,9,8.3,20,Headstrong Games,E,82
Art Academy: Lessons for Everyone,3DS,2012,Action,Nintendo,0.2,0.04,0.21,0.02,0.46,14,7.6,22,"Nintendo, Headstrong Games",E,81
Art of Fighting Anthology,PS2,2006,Fighting,Crave Entertainment,0.02,0.02,0,0.01,0.04,19,7,4,SNK Playmore,T,60
Arx Fatalis,XB,2003,Role-Playing,Mindscape,0.04,0.01,0,0,0.05,31,8.2,6,Arkane Studios,M,71
Asphalt 3D,3DS,2011,Racing,Ubisoft,0.27,0.16,0.02,0.04,0.49,37,4.4,24,Gameloft,E10+,43
Asphalt: Injection,PSV,2011,Action,Ubisoft,0.13,0.06,0,0.03,0.22,33,4.8,28,Ubisoft,E10+,49
Asphalt: Urban GT,DS,2004,Racing,Ubisoft,0.31,0.22,0,0.06,0.59,38,7.5,13,Gameloft,E,60
Assassin's Creed,X360,2007,Adventure,Ubisoft,3.28,1.64,0.07,0.56,5.54,77,7.7,1074,Ubisoft Montreal,M,81
Assassin's Creed,PS3,2007,Adventure,Ubisoft,1.91,2,0.09,0.82,4.82,40,7.3,769,Ubisoft Montreal,M,81
Assassin's Creed Chronicles,PSV,2016,Action,Ubisoft,0.01,0.04,0.01,0.01,0.07,6,8,24,Climax Studios,T,70
Assassin's Creed Chronicles: China,PS4,2015,Action,Ubisoft,0,0.03,0,0.01,0.04,44,6.4,83,"Climax Group, Climax Studios",T,69
Assassin's Creed II,PS3,2009,Action,Ubisoft,2.54,1.93,0.21,0.86,5.55,70,8.6,1202,Ubisoft Montreal,M,91
Assassin's Creed II,X360,2009,Action,Ubisoft,3.11,1.55,0.08,0.51,5.26,82,8.8,1305,Ubisoft Montreal,M,90
Assassin's Creed II,PC,2010,Action,Ubisoft,0.01,0.45,0,0.09,0.55,22,6.9,1611,Ubisoft Montreal,M,86
Assassin's Creed II: Discovery,DS,2009,Action,Ubisoft,0.15,0.11,0,0.03,0.28,20,7.3,22,Griptonite Games,T,69
Assassin's Creed III,PS3,2012,Action,Ubisoft,2.64,2.52,0.16,1.12,6.45,41,6.9,1307,Ubisoft,M,85
Assassin's Creed III,X360,2012,Action,Ubisoft,3.13,1.69,0.03,0.44,5.29,61,6.7,1196,Ubisoft,M,84
Assassin's Creed III,PC,2012,Action,Ubisoft,0.28,0.53,0,0.12,0.93,21,6.2,1489,Ubisoft,M,80
Assassin's Creed III,WiiU,2012,Action,Ubisoft,0.19,0.13,0,0.03,0.35,26,7.1,216,Ubisoft Quebec,M,85
Assassin's Creed III: Liberation,PSV,2012,Action,Ubisoft,0.53,0.48,0.06,0.24,1.32,71,7.2,318,Ubisoft,M,70
Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,1.33,1.68,0.13,0.57,3.71,36,8.1,840,Ubisoft,M,88
Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,1.9,1.11,0.01,0.29,3.3,35,7.9,701,Ubisoft,M,86
Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,1.07,1.31,0.06,0.42,2.85,29,7.8,1530,Ubisoft,M,83
Assassin's Creed IV: Black Flag,PC,2013,Action,Ubisoft,0.22,0.38,0,0.05,0.64,10,7.7,1470,Ubisoft,M,84
Assassin's Creed IV: Black Flag,WiiU,2013,Action,Ubisoft,0.17,0.09,0,0.03,0.29,5,7.7,207,Ubisoft,M,86
Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,0.81,1.99,0.07,0.52,3.39,86,6.8,1319,Ubisoft Quebec,M,76
Assassin's Creed Syndicate,XOne,2015,Action,Ubisoft,0.62,0.56,0,0.11,1.3,22,6.1,402,Ubisoft Quebec,M,78
Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,0.11,0.09,0,0.02,0.21,14,5.9,544,Ubisoft Quebec,M,74
Assassin's Creed The Ezio Collection,PS4,2016,Action,Ubisoft,0.04,0.13,0,0.03,0.2,32,7.4,49,Ubisoft Montreal,M,72
Assassin's Creed The Ezio Collection,XOne,2016,Action,Ubisoft,0.03,0.04,0,0.01,0.08,13,7.6,24,Ubisoft Montreal,M,74
Assassin's Creed: Altair's Chronicles,DS,2008,Platform,Ubisoft,0.03,0.01,0,0,0.05,30,6.3,30,Gameloft,T,58
Assassin's Creed: Bloodlines,PSP,2009,Action,Ubisoft,0.43,0.47,0.05,0.28,1.23,38,7.2,69,Griptonite Games,M,63
Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,81,8.3,693,Ubisoft Montreal,M,89
Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,1.87,0.55,0.11,0.29,2.82,59,8.2,791,Ubisoft Montreal,M,90
Assassin's Creed: Brotherhood,PC,2011,Action,Ubisoft,0.15,0.34,0,0.1,0.59,24,8.2,1102,Ubisoft Montreal,M,88
Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,39,7.5,613,Ubisoft Montreal,M,80
Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,77,7.2,564,Ubisoft Montreal,M,80
Assassin's Creed: Revelations,PC,2011,Action,Ubisoft,0.14,0.48,0,0.12,0.74,20,7.4,771,Ubisoft Montreal,M,80
Assassin's Creed: Rogue,PS3,2014,Action,Ubisoft,0.46,0.56,0.06,0.2,1.29,53,7.5,292,Ubisoft Sofia,M,72
Assassin's Creed: Rogue,X360,2014,Action,Ubisoft,0.58,0.34,0,0.09,1.01,32,7.3,318,Ubisoft,M,72
Assassin's Creed: Rogue,PC,2015,Action,Ubisoft,0.05,0.02,0,0.01,0.08,25,7.5,362,Ubisoft,M,74
Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,1.19,2.07,0.08,0.62,3.96,40,4.9,2050,"Ubisoft, Ubisoft Montreal",M,70
Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,2.27,0.9,0,0.33,3.5,59,4.1,1005,"Ubisoft, Ubisoft Montreal",M,72
Assassin's Creed: Unity,PC,2014,Action,Ubisoft,0.18,0.33,0,0.04,0.55,10,3,1463,"Ubisoft, Ubisoft Montreal",M,70
Assault Suit Leynos,PS4,2016,Shooter,Rising Star Games,0.02,0,0,0,0.02,8,0,,Dracue,E10+,67
Assetto Corsa,PS4,2016,Racing,505 Games,0,0.05,0,0.01,0.06,35,6.2,70,Kunos Simulazioni,E,73
Assetto Corsa,XOne,2016,Racing,505 Games,0,0.01,0,0,0.02,9,6.7,27,Kunos Simulazioni,E,63
Astonishia Story,PSP,2006,Role-Playing,Ubisoft,0.03,0,0,0,0.03,35,4.9,18,Sonnori,E10+,48
Astro Boy,PS2,2004,Action,Sega,0.04,0.03,0,0.01,0.09,29,6.9,7,Sonic Team,E,54
Astro Boy: Omega Factor,GBA,2003,Action,THQ,0.06,0.02,0,0,0.09,37,8.6,18,Hitmaker,E,85
Astro Boy: The Video Game,PS2,2009,Action,D3Publisher,0.05,0.04,0,0.01,0.11,4,5,4,High Voltage Software,E10+,56
Astro Boy: The Video Game,Wii,2009,Action,D3Publisher,0.1,0,0,0.01,0.11,17,3.5,4,High Voltage Software,E10+,48
Astro Boy: The Video Game,DS,2009,Action,D3Publisher,0.09,0,0,0.01,0.1,9,0,,Art,E,34
Astro Boy: The Video Game,PSP,2009,Action,D3Publisher,0.04,0,0,0,0.04,6,0,,High Voltage Software,E10+,60
Asura's Wrath,PS3,2012,Action,Capcom,0.18,0.12,0.06,0.05,0.4,39,7.4,169,CyberConnect2,T,71
Asura's Wrath,X360,2012,Action,Capcom,0.15,0.06,0.01,0.02,0.24,54,6.5,131,CyberConnect2,T,71
Atari Anniversary Advance,GBA,2002,Misc,Atari,0.13,0.05,0,0,0.18,7,0,,Digital Eclipse,E,75
Atari Anniversary Edition Redux,PS,2000,Misc,Infogrames,0.1,0.07,0,0.01,0.18,5,0,,Digital Eclipse,E,72
Atari Anthology,PS2,2004,Misc,Atari,0.33,0.01,0,0.05,0.4,12,4.3,6,Digital Eclipse,E,66
Atari Anthology,XB,2004,Misc,Atari,0.19,0.05,0,0.01,0.25,15,0,,Digital Eclipse,E,68
Atari Classics Evolved,PSP,2007,Misc,Atari,0.08,0,0,0.01,0.09,17,6,4,Stainless Games,E,64
Atelier Annie: Alchemists of Sera Island,DS,2009,Role-Playing,Gust,0.08,0,0.03,0.01,0.12,11,6.7,15,Gust,E10+,70
Atelier Ayesha: The Alchemist of Dusk,PS3,2012,Role-Playing,Tecmo Koei,0.06,0.04,0.14,0.02,0.26,17,6.6,120,Gust,T,70
Atelier Iris 2: The Azoth Of Destiny,PS2,2005,Role-Playing,Tecmo Koei,0.03,0.02,0,0.01,0.06,34,7.8,14,Gust,E10+,68
Atelier Iris: Eternal Mana,PS2,2004,Role-Playing,Tecmo Koei,0.08,0.06,0,0.02,0.15,38,7.7,38,Gust,T,74
Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014,Role-Playing,Tecmo Koei,0.06,0.02,0.08,0.02,0.18,26,7.7,44,Gust,E10+,76
Atelier Sophie: The Alchemist of the Mysterious Book,PS4,2015,Role-Playing,Tecmo Koei,0.03,0.02,0.06,0.01,0.12,32,8.1,47,Gust,,75
Atelier Totori: The Adventurer of Arland,PS3,2010,Role-Playing,Nippon Ichi Software,0.12,0.06,0.21,0.03,0.42,19,6.7,109,Gust,T,74
Athens 2004,PS2,2004,Sports,Sony Computer Entertainment,0.13,0.1,0,0.03,0.27,57,7.2,13,Eurocom Entertainment Software,E,61
Atomic Betty,GBA,2005,Puzzle,Atari,0.02,0.01,0,0,0.03,10,7.5,6,"Big Blue Bubble Inc., Breakthrough New Media",E,62
A-Train: City Simulator,3DS,2014,Simulation,ArtDink,0,0,0.06,0,0.06,4,0,,Artdink,E10+,65
Attack of the Movies 3D,Wii,2010,Shooter,Majesco Entertainment,0.09,0,0,0.01,0.1,6,0,,"Majesco Games, Majesco",T,39
Attack of the Movies 3D,X360,2010,Shooter,Majesco Entertainment,0.04,0,0,0,0.04,8,1.7,10,Panic Button,T,38
Attack on Titan: Humanity in Chains,3DS,2013,Action,Screenlife,0,0,0.42,0,0.42,22,4.5,34,Spike Chunsoft,M,46
ATV Offroad Fury,PS2,2001,Racing,Sony Computer Entertainment,2.07,0.26,0,0.08,2.41,16,8.4,53,Rainbow Studios,E,82
ATV Offroad Fury 2,PS2,2002,Racing,THQ,1.92,0.2,0,0.06,2.18,26,8.9,28,Rainbow Studios,E,82
ATV Offroad Fury 3,PS2,2004,Racing,SouthPeak Games,1,0.04,0,0.16,1.2,37,8.4,16,Climax Group,E,78
ATV Offroad Fury Pro,PSP,2006,Racing,Sony Computer Entertainment,0.37,0.03,0,0.04,0.45,32,0,,"Climax Group, Climax Studios",E,76
ATV Offroad Fury: Blazin' Trails,PSP,2005,Racing,SouthPeak Games,0.53,0,0,0.04,0.57,32,7.8,16,Climax Group,E,63
ATV Quad Kings,Wii,2009,Racing,Zoo Digital Publishing,0.2,0,0,0.01,0.22,4,0,,Beyond Reality,E,33
ATV Quad Kings,DS,2010,Racing,Storm City Games,0.1,0,0,0.01,0.11,4,0,,Beyond Reality,E,47
ATV Quad Power Racing 2,PS2,2003,Racing,Acclaim Entertainment,0.41,0.32,0,0.11,0.84,19,0,,Acclaim,E,68
ATV Quad Power Racing 2,XB,2003,Racing,Acclaim Entertainment,0.36,0.07,0,0.01,0.45,17,0,,Climax Group,E,68
ATV Quad Power Racing 2,GC,2003,Racing,Acclaim Entertainment,0.22,0.06,0,0.01,0.28,18,9,4,Climax Group,E,70
ATV: Quad Frenzy,DS,2005,Racing,Majesco Entertainment,0.1,0,0,0.01,0.11,5,0,,Skyworks Technologies,E,35
ATV: Quad Power Racing,PS,2000,Racing,Acclaim Entertainment,0.58,0.39,0,0.07,1.04,9,0,,Climax Group,E,42
ATV: Quad Power Racing,GBA,2002,Racing,Liquid Games,0.18,0.07,0,0,0.26,7,0,,Tantalus Interactive,E,49
Auto Modellista,PS2,2002,Racing,Capcom,0.19,0.15,0,0.05,0.39,20,7.5,13,Capcom,E,66
Auto Modellista,GC,2003,Racing,Capcom,0.02,0.01,0,0,0.03,7,0,,Capcom,E,62
Avalon Code,DS,2008,Role-Playing,Rising Star Games,0.11,0,0.12,0.01,0.24,29,7.4,13,"Matrix Software, Marvelous Entertainment",E10+,71
Avatar: The Last Airbender,GC,2006,Adventure,THQ,0.39,0.1,0,0.01,0.5,10,6.5,4,AWE Games,E10+,60
Avatar: The Last Airbender,DS,2006,Adventure,THQ,0.3,0.01,0,0.03,0.33,9,6.4,7,TOSE,E,64
Avatar: The Last Airbender,Wii,2006,Adventure,THQ,0.23,0.02,0,0.02,0.28,15,5.8,8,AWE Games,E10+,56
Avatar: The Last Airbender,PSP,2006,Adventure,THQ,0.1,0,0,0.01,0.11,9,6.3,10,TOSE,E10+,57
Away: Shuffle Dungeon,DS,2008,Role-Playing,Majesco Entertainment,0.02,0,0,0,0.03,17,0,,"Mistwalker, Artoon",E10+,65
Azure Striker Gunvolt,3DS,2016,Action,Yacht Club Games,0.01,0,0,0,0.01,20,8.4,62,Inti Creates,E10+,77
Azurik: Rise of Perathia,XB,2001,Action,Microsoft Game Studios,0.18,0.05,0,0.01,0.24,26,8.5,14,Adrenium,T,52
B-17: Fortress in the Sky,DS,2007,Simulation,DSI Games,0.02,0,0,0,0.02,4,0,,SkyRiver Studios,E10+,38
Back At The Barnyard: Slop Bucket Games,DS,2008,Sports,THQ,0.12,0,0,0.01,0.13,4,0,,THQ,E,49
Back to the Future: The Game,PS3,2011,Adventure,Telltale Games,0.07,0.01,0,0.01,0.09,5,6.8,51,Telltale Games,,66
Back to the Future: The Game,Wii,2011,Adventure,Telltale Games,0.05,0,0,0,0.05,7,4.1,9,Iron Galaxy Studios,T,66
Backbreaker,X360,N/A,Sports,Unknown,0.17,0,0,0.01,0.18,29,7.6,68,NaturalMotion,E,54
Backbreaker,PS3,N/A,Sports,Unknown,0.16,0,0,0.01,0.17,25,7,52,NaturalMotion,E,58
Backyard Baseball,GC,2003,Sports,Infogrames,0.1,0.03,0,0,0.13,4,9.4,5,Humongous Entertainment,E,70
Backyard Baseball '09,Wii,2008,Sports,Atari,0.04,0,0,0,0.04,4,7.8,5,Humongous Entertainment,E,37
Backyard Wrestling 2: There Goes the Neighborhood,PS2,2004,Fighting,Eidos Interactive,0.14,0.11,0,0.04,0.28,23,4.7,10,Paradox Development,M,46
Backyard Wrestling 2: There Goes the Neighborhood,XB,2004,Fighting,Eidos Interactive,0.09,0.03,0,0,0.12,17,0,,Paradox Development,M,43
